,Unnamed: 0,img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
152,6009,/games/boxart/full_1650904AmericaFrontccc.jpg,Rugrats in Paris: The Movie,GB,Action,THQ,Software Creations,,,,,,,,,,2000-11-01,
153,24074,/games/boxart/full_2680626AmericaFrontccc.jpg,Rugrats in Paris: The Movie,PC,Misc,THQ,Mattel Interactive,,,,,,,,,,2000-01-01,
154,81,/games/boxart/full_kung-fu_775AmericaFront.jpg,Kung Fu,NES,Action,Nintendo,Irem Software Engineering,,,,3.5,,,,,,1985-10-01,
155,5174,/games/boxart/full_kung-fu_405PALFront.jpg,Kung Fu,PS2,Action,505 Games,Vingt-et-un Systems,,,,,,,,,,2006-04-01,
156,82,/games/boxart/9182743ccc.jpg,Resident Evil 3: Nemesis,PS,Action,Capcom,Capcom,,9.4,,3.5,,,,,,1999-11-11,
157,2186,/games/boxart/full_3502687AmericaFrontccc.jpg,Resident Evil 3: Nemesis,GC,Action,Capcom,Capcom,,5.7,,,0.08,0.06,,0.02,0.0,2003-01-15,
158,3161,/games/boxart/8894329ccc.jpg,Resident Evil 3: Nemesis,PC,Action,Capcom,Capcom,,7.3,,,0.0,,,0.0,0.0,2001-04-16,
159,5906,/games/boxart/full_439547AmericaFrontccc.png,Resident Evil 3: Nemesis,PSN,Action,Sony Computer Entertainment,Capcom,,,,,,,,,,2009-12-03,
160,5907,/games/boxart/863698ccc.jpg,Resident Evil 3: Nemesis,DC,Action,Capcom,Capcom,,8.4,,,,,,,,2000-11-17,
161,83,/games/boxart/full_5613940PALFrontccc.jpg,Dying Light,PC,Action,Warner Bros. Interactive Entertainment,Techland,,,,3.47,,,,,,2016-02-06,2018-05-04
162,125,/games/boxart/full_1175839AmericaFrontccc.jpg,Dying Light,PS4,Action,Warner Bros. Interactive,Techland,,,,,2.45,1.18,0.13,0.74,0.4,2015-01-27,2018-05-04
163,232,/games/boxart/full_1130191AmericaFrontccc.jpg,Dying Light,XOne,Action,Warner Bros. Interactive Entertainment,Techland,,,,,1.47,1.01,0.01,0.31,0.14,2016-02-06,2018-05-04
164,4367,/games/boxart/default.jpg,Dying Light,PS3,Action,Warner Bros. Interactive Entertainment,Techland,,,,,,,,,,2015-01-27,2018-05-04
165,4368,/games/boxart/default.jpg,Dying Light,X360,Action,Warner Bros. Interactive Entertainment,Techland,,,,,,,,,,2015-01-27,2018-05-04
166,84,/games/boxart/9935711ccc.jpg,Grand Theft Auto 2,PS,Action,Rockstar Games,DMA Design,,6.9,,,3.42,1.13,,2.07,0.22,1999-10-25,
167,4760,/games/boxart/5972848ccc.jpg,Grand Theft Auto 2,DC,Action,Rockstar Games,DMA Design,,6.9,,,,,,,,2000-04-30,
168,11107,/games/boxart/full_9892166AmericaFrontccc.jpg,Grand Theft Auto 2,PC,Adventure,Rockstar Games,DMA Design,,7.1,,,,,,,,1999-09-30,
169,11108,/games/boxart/full_2393615AmericaFrontccc.jpg,Grand Theft Auto 2,GB,Adventure,Rockstar Games,Tarantula Studios,,,,,,,,,,2000-12-01,
170,85,/games/boxart/4171363ccc.jpg,Spider-Man 2,PS2,Action,Activision,Treyarch,,7.9,,,3.41,1.75,0.02,1.2,0.43,2004-06-28,
171,321,/games/boxart/full_5168012AmericaFrontccc.jpg,Spider-Man 2,XB,Action,Activision,Treyarch,,7.7,,,1.12,0.82,,0.26,0.04,2004-06-28,
172,430,/games/boxart/2293432ccc.jpg,Spider-Man 2,GC,Action,Activision,Treyarch,,7.7,,,0.84,0.65,,0.17,0.02,2004-06-28,
173,502,/games/boxart/8923229ccc.jpg,Spider-Man 2,PSP,Action,Activision,Vicarious Visions,,6.4,,,0.7,0.35,,0.21,0.14,2005-03-15,
174,699,/games/boxart/7757085ccc.jpg,Spider-Man 2,DS,Action,Activision,Vicarious Visions,,6.1,,,0.5,0.41,0.03,0.02,0.04,2004-11-16,
175,6290,/games/boxart/full_spider-man-2_617AmericaFront.gif,Spider-Man 2,NGage,Action,Nokia,Activision,,5.8,,,,,,,,2004-07-06,
176,6291,/games/boxart/full_7934268AmericaFrontccc.jpg,Spider-Man 2,PC,Action,Activision,The Fizz Factor,,4.5,,,,,,,,2004-06-28,
177,26828,/games/boxart/512878ccc.jpg,Spider-Man 2,GBA,Platform,Activision,Digital Eclipse,,7.0,,,1.06,0.76,,0.28,0.02,2004-06-29,
178,86,/games/boxart/full_8315580AmericaFrontccc.png,Watch Dogs 2,PS4,Action,Ubisoft,Ubisoft,,,,,3.36,0.98,0.12,1.74,0.52,2016-11-15,
179,257,/games/boxart/full_9236363AmericaFrontccc.png,Watch Dogs 2,XOne,Action,Ubisoft,Ubisoft,,,,,1.35,0.71,,0.53,0.12,2016-11-15,
180,3141,/games/boxart/full_4367848PALFrontccc.jpg,Watch Dogs 2,PC,Action,Ubisoft,Ubisoft,,,,,0.0,,,0.0,0.0,2016-11-15,
181,87,/games/boxart/6379438ccc.jpg,Luigi's Mansion,GC,Action,Nintendo,Nintendo EAD,,7.9,,3.33,,,,,,2001-11-17,
182,8259,/games/boxart/full_5589614AmericaFrontccc.jpg,Luigi's Mansion,3DS,Adventure,Nintendo,GREZZO,,7.3,,,0.47,0.19,0.09,0.16,0.03,2018-10-12,2018-11-14
184,88,/games/boxart/full_5479051AmericaFrontccc.jpg,Star Wars Episode III: Revenge of the Sith,PS2,Action,LucasArts,The Collective,,,,,3.32,1.47,0.03,1.39,0.43,2005-05-04,
185,283,/games/boxart/full_9860865AmericaFrontccc.jpg,Star Wars Episode III: Revenge of the Sith,XB,Action,LucasArts,The Collective,,,,,1.24,0.82,,0.38,0.04,2005-05-04,
186,486,/games/boxart/full_4947760AmericaFrontccc.jpg,Star Wars Episode III: Revenge of the Sith,GBA,Action,Ubisoft,Ubisoft Montreal,,,,,0.72,0.52,,0.19,0.01,2005-05-04,
187,1080,/games/boxart/full_9506557AmericaFrontccc.jpg,Star Wars Episode III: Revenge of the Sith,DS,Action,Ubisoft,Ubisoft Montreal,,7.3,,,0.31,0.25,,0.03,0.02,2005-05-04,
188,89,/games/boxart/3546885ccc.jpg,The Lord of the Rings: The Return of the King,PS2,Action,Electronic Arts,"Hypnos Entertainment, Inc.",,8.4,,,3.28,1.5,0.05,1.28,0.46,2003-11-05,
189,318,/games/boxart/8334980ccc.jpg,The Lord of the Rings: The Return of the King,XB,Action,Electronic Arts,"Hypnos Entertainment, Inc.",,8.8,,,1.14,0.71,,0.38,0.05,2003-11-05,
190,516,/games/boxart/full_3218513AmericaFrontccc.jpg,The Lord of the Rings: The Return of the King,GC,Action,Electronic Arts,"Hypnos Entertainment, Inc.",,8.7,,,0.69,0.53,,0.14,0.02,2003-11-05,
191,6660,/games/boxart/8700460ccc.jpg,The Lord of the Rings: The Return of the King,PC,Action,Electronic Arts,"Hypnos Entertainment, Inc.",,,,,,,,,,2003-10-31,
192,37222,/games/boxart/359425ccc.jpg,The Lord of the Rings: The Return of the King,GBA,Role-Playing,Electronic Arts,Griptonite Games,,7.4,,,0.56,0.4,,0.15,0.01,2003-11-05,
193,90,/games/boxart/2607496ccc.jpg,True Crime: Streets of LA,PS2,Action,Activision,Luxoflux,,,,,3.27,1.89,0.02,1.05,0.31,2003-11-03,
194,253,/games/boxart/7255090ccc.jpg,True Crime: Streets of LA,XB,Action,Activision,Luxoflux,,,,,1.38,0.96,,0.37,0.05,2003-11-03,
195,619,/games/boxart/4298038ccc.jpg,True Crime: Streets of LA,GC,Action,Activision,EXAKT Entertainment,,8.1,,,0.56,0.44,,0.11,0.02,2003-11-03,
196,3160,/games/boxart/full_5886241AmericaFrontccc.jpg,True Crime: Streets of LA,PC,Action,Activision,Luxoflux,,,,,0.0,,,0.0,0.0,2004-05-11,
197,91,/games/boxart/full_3484636AmericaFrontccc.jpg,God of War: Chains of Olympus,PSP,Action,Sony Computer Entertainment,Ready at Dawn,7.9,8.9,9.5,3.26,,,,,,2008-03-04,
198,4726,/games/boxart/full_7136507AmericaFrontccc.png,God of War: Chains of Olympus,PSN,Action,Sony Computer Entertainment,Ready at Dawn,,8.8,,,,,,,,2009-09-30,
200,230,/games/boxart/full_final-fight_2AmericaFront.jpg,Final Fight,SNES,Action,Capcom,Capcom,,10.0,,1.48,,,,,,1991-11-10,
201,4501,/games/boxart/full_final-fight_3AmericaFront.jpg,Final Fight,VC,Action,Capcom,Capcom,,,,,,,,,,2007-05-07,
202,15907,/games/boxart/full_7376663AmericaFrontccc.png,Final Fight,ACPC,Fighting,U.S. Gold,Capcom,,,,,,,,,,1991-01-01,2018-01-06
203,21101,/games/boxart/default.jpg,Final Fight,WiiU,Misc,Capcom,Unknown,,,,,,,,,,2013-10-03,
204,21102,/games/boxart/default.jpg,Final Fight,Arc,Misc,Capcom,Unknown,,,,,,,,,,1989-12-01,
205,21103,/games/boxart/default.jpg,Final Fight,AST,Misc,U.S. Gold,Unknown,,,,,,,,,,1991-01-01,
206,21104,/games/boxart/default.jpg,Final Fight,ZXS,Misc,U.S. Gold,Unknown,,,,,,,,,,1991-01-01,
207,21105,/games/boxart/default.jpg,Final Fight,GBA,Misc,Capcom,Unknown,,,,,,,,,,2001-09-26,
208,21106,/games/boxart/default.jpg,Final Fight,Amig,Misc,U.S. Gold,Unknown,,,,,,,,,,1991-01-01,
209,21107,/games/boxart/default.jpg,Final Fight,C64,Misc,U.S. Gold,Unknown,,,,,,,,,,1991-01-01,
210,21108,/games/boxart/default.jpg,Final Fight,SCD,Misc,Sega,Unknown,,,,,,,,,,1993-04-03,
211,93,/games/boxart/full_720495AmericaFrontccc.jpg,Middle-Earth: Shadow of Mordor,PS4,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,3.19,1.03,0.05,1.6,0.51,2014-09-30,2018-05-04
212,240,/games/boxart/full_388041AmericaFrontccc.jpg,Middle-Earth: Shadow of Mordor,XOne,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,1.42,0.77,0.01,0.52,0.12,2014-09-30,2018-05-04
213,590,/games/boxart/full_3297804AmericaFrontccc.jpg,Middle-Earth: Shadow of Mordor,PS3,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,0.58,0.22,0.01,0.26,0.09,2014-11-18,2018-05-04
214,926,/games/boxart/full_4219697PALFrontccc.jpg,Middle-Earth: Shadow of Mordor,PC,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,0.37,0.14,,0.2,0.03,2014-09-30,2018-05-04
215,17213,/games/boxart/full_8149687AmericaFrontccc.jpg,Middle-Earth: Shadow of Mordor,X360,Misc,Warner Bros. Interactive Entertainment,Unknown,,,,,0.49,0.28,,0.16,0.04,2014-11-18,
216,94,/games/boxart/full_3940160AmericaFrontccc.jpg,Enter the Matrix,PS2,Action,Atari,Shiny Entertainment,,,,,3.18,1.78,0.09,1.12,0.19,2003-05-14,
217,293,/games/boxart/4614427ccc.jpg,Enter the Matrix,XB,Action,Atari,Shiny Entertainment,,,,,1.2,0.72,0.01,0.43,0.04,2003-05-14,
218,753,/games/boxart/8784711ccc.jpg,Enter the Matrix,GC,Action,Atari,Shiny Entertainment,,6.5,,,0.45,0.34,0.02,0.09,0.01,2003-05-14,
219,3139,/games/boxart/full_2868490AmericaFrontccc.jpg,Enter the Matrix,PC,Action,Atari,Shiny Entertainment,,,,,0.0,,,0.0,0.0,2003-05-14,
220,96,/games/boxart/full_8142222AmericaFrontccc.jpg,Resident Evil 6,PS3,Action,Capcom,Capcom,,,,,3.12,0.88,0.88,0.97,0.39,2012-10-02,
221,161,/games/boxart/full_9201038PALFrontccc.jpg,Resident Evil 6,X360,Action,Capcom,Capcom,,,,,1.97,1.12,0.07,0.61,0.16,2012-10-02,
222,264,/games/boxart/full_8752118PALFrontccc.jpg,Resident Evil 6,PC,Action,Capcom,Capcom,,,,1.32,,,,,,2013-03-22,2019-01-03
223,7763,/games/boxart/full_8197169AmericaFrontccc.png,Resident Evil 6,NS,Action,Capcom,Capcom,,,,,,,,,,2019-12-01,2019-06-16
224,42692,/games/boxart/full_413172AmericaFrontccc.jpg,Resident Evil 6,PS4,Shooter,Capcom,Capcom,,,,,0.17,0.1,0.05,,0.02,2016-03-29,2018-03-30
225,43023,/games/boxart/full_1655637AmericaFrontccc.jpg,Resident Evil 6,XOne,Shooter,Capcom,Capcom,,,,,0.07,0.06,,,0.01,2016-03-29,2018-03-30
226,97,/games/boxart/full_2141889AmericaFrontccc.jpg,Saints Row 2,X360,Action,THQ,Volition Inc.,,7.9,,,3.07,1.98,0.02,0.79,0.28,2008-10-14,2018-04-02
227,202,/games/boxart/full_5633056AmericaFrontccc.jpg,Saints Row 2,PS3,Action,THQ,Volition Inc.,,7.9,,,1.68,0.88,0.02,0.54,0.24,2008-10-14,2018-04-02
228,2594,/games/boxart/full_6259631AmericaFrontccc.jpg,Saints Row 2,PC,Action,THQ,Volition Inc.,,6.6,,,0.04,,,0.03,0.01,2009-01-05,2018-04-02
229,6024,/games/boxart/full_2959484AmericaFrontccc.jpg,Saints Row 2,XBL,Action,THQ,Volition Inc.,,,,,,,,,,2009-11-24,2018-04-02
230,6025,/games/boxart/full_saints-row-2_486America.jpg,Saints Row 2,PSN,Action,THQ,Volition Inc.,,8.3,,,,,,,,2011-09-20,
231,98,/games/boxart/full_7899849AmericaFrontccc.png,New Super Luigi U,WiiU,Action,Nintendo,Nintendo,,7.8,,3.05,,,,,,2013-08-25,2018-01-24
232,99,/games/boxart/full_3992261AmericaFrontccc.png,Metal Gear Solid V: The Phantom Pain,PS4,Action,Konami Digital Entertainment,Kojima Productions,,,,,3.04,0.97,0.5,1.15,0.42,2015-09-01,2018-05-04
233,189,/games/boxart/full_8487538PALFrontccc.jpg,Metal Gear Solid V: The Phantom Pain,PC,Action,Konami Digital Entertainment,Kojima Productions,,,,1.75,,,,,,2015-09-01,2018-05-04
234,437,/games/boxart/full_7873178AmericaFrontccc.jpg,Metal Gear Solid V: The Phantom Pain,XOne,Action,Konami Digital Entertainment,Kojima Productions,,,,,0.83,0.49,0.02,0.25,0.07,2015-09-01,2018-05-04
235,13884,/games/boxart/full_5695509AmericaFrontccc.jpg,Metal Gear Solid V: The Phantom Pain,X360,Action-Adventure,Konami Digital Entertainment,Kojima Productions,,,,,0.16,0.1,,0.05,0.01,2015-09-01,2018-09-12
236,14062,/games/boxart/full_8851101AmericaFrontccc.jpg,Metal Gear Solid V: The Phantom Pain,PS3,Action-Adventure,Konami Digital Entertainment,Kojima Productions,,,,,,,,,,2015-09-01,2018-09-12
237,100,/games/boxart/6684060ccc.jpg,Tom Clancy's Splinter Cell,XB,Action,Ubisoft,Ubisoft,,9.3,9.1,,3.02,1.85,,1.04,0.13,2002-11-17,
238,113,/games/boxart/1238155ccc.jpg,Tom Clancy's Splinter Cell,PS2,Action,Ubisoft,Ubisoft,,,,,2.65,1.15,,1.11,0.4,2003-04-08,
239,1314,/games/boxart/3603780ccc.jpg,Tom Clancy's Splinter Cell,GC,Action,Ubisoft,Ubisoft,,,,,0.23,0.18,,0.05,0.01,2003-04-10,
241,42906,/games/boxart/full_1199757AmericaFrontccc.jpg,Tom Clancy's Splinter Cell,GBA,Shooter,Ubisoft,Ubisoft,,,,,0.1,0.07,,0.03,0.0,2003-04-27,
242,43369,/games/boxart/4952239ccc.jpg,Tom Clancy's Splinter Cell,PC,Shooter,Ubisoft,Ubisoft,,,,,0.01,,,0.0,0.0,2003-02-19,
243,102,/games/boxart/full_1462943AmericaFrontccc.jpg,Hitman 2: Silent Assassin,PS2,Action,Eidos Interactive,IO Interactive,,,,,2.96,1.36,0.04,1.15,0.41,2002-10-01,
244,297,/games/boxart/full_6371348AmericaFrontccc.jpg,Hitman 2: Silent Assassin,XB,Action,Eidos Interactive,IO Interactive,,,,,1.19,0.76,,0.38,0.05,2002-09-30,
245,1821,/games/boxart/4688490ccc.jpg,Hitman 2: Silent Assassin,GC,Action,Eidos Interactive,IO Interactive,,8.3,,,0.13,0.1,,0.03,0.0,2003-06-19,
246,3142,/games/boxart/full_8973544PALFrontccc.jpg,Hitman 2: Silent Assassin,PC,Action,Eidos Interactive,IO Interactive,,,,,0.0,,,0.0,0.0,2002-10-01,
247,104,/games/boxart/full_480754PALFrontccc.jpg,Hitman: Absolution,PC,Action,Square Enix,IO Interactive,,9.0,,2.81,,,,,,2012-11-20,
248,149,/games/boxart/full_9681133AmericaFrontccc.jpg,Hitman: Absolution,PS3,Action,Square Enix,IO Interactive,,,,,2.06,0.59,0.07,1.08,0.32,2012-11-20,
249,195,/games/boxart/full_1099822PALFrontccc.jpg,Hitman: Absolution,X360,Action,Square Enix,IO Interactive,,,,,1.7,0.68,0.01,0.88,0.13,2012-11-20,
250,105,/games/boxart/full_759100AmericaFrontccc.jpg,Skylanders: Spyro's Adventure,Wii,Action,Activision,Toys for Bob,,8.0,,,2.79,1.35,,1.15,0.3,2011-10-16,
251,375,/games/boxart/default.jpg,Skylanders: Spyro's Adventure,X360,Action,Activision,Toys for Bob,,,,,0.97,0.53,,0.34,0.1,2011-10-16,
252,385,/games/boxart/default.jpg,Skylanders: Spyro's Adventure,PS3,Action,Activision,Toys for Bob,,8.0,,,0.94,0.39,,0.4,0.15,2011-10-16,
253,586,/games/boxart/full_7119122AmericaFrontccc.jpg,Skylanders: Spyro's Adventure,3DS,Action,Activision,Toys for Bob,,,,,0.58,0.33,,0.2,0.05,2011-10-16,
254,2054,/games/boxart/default.jpg,Skylanders: Spyro's Adventure,PC,Action,Activision,Toys for Bob,,,,,0.1,0.05,,0.03,0.01,2011-10-16,
255,106,/games/boxart/full_4649505AmericaFrontccc.jpg,Star Wars: The Force Unleashed,X360,Action,LucasArts,LucasArts,,7.1,,,2.77,1.74,,0.78,0.26,2008-09-16,
256,142,/games/boxart/full_3503329AmericaFrontccc.jpg,Star Wars: The Force Unleashed,PS3,Action,LucasArts,LucasArts,,6.8,,,2.22,1.01,,0.86,0.35,2008-09-16,
257,169,/games/boxart/full_7230441AmericaFrontccc.jpg,Star Wars: The Force Unleashed,Wii,Action,LucasArts,Krome Studios,7.3,6.8,7.4,,1.86,1.11,0.0,0.56,0.19,2008-09-16,
258,277,/games/boxart/full_8841685AmericaFrontccc.jpg,Star Wars: The Force Unleashed,PS2,Action,LucasArts,Krome Studios,,,,,1.25,0.49,0.01,0.0,0.75,2008-09-16,
259,332,/games/boxart/full_8476621AmericaFrontccc.jpg,Star Wars: The Force Unleashed,PSP,Action,LucasArts,Krome Studios,,7.1,,,1.09,0.43,,0.41,0.24,2008-09-16,
260,410,/games/boxart/full_9662628AmericaFrontccc.jpg,Star Wars: The Force Unleashed,DS,Action,LucasArts,n-Space,,,,,0.88,0.5,0.0,0.29,0.09,2008-09-16,
261,6369,/games/boxart/full_9371009AmericaFrontccc.png,Star Wars: The Force Unleashed,PSN,Action,LucasArts,Krome Studios,,,,,,,,,,2009-10-01,
262,107,/games/boxart/full_saints-row-the-third_291AmericaFront.jpg,Saints Row: The Third,X360,Action,THQ,Volition Inc.,,8.3,,,2.77,1.26,0.07,1.14,0.3,2011-11-15,
263,121,/games/boxart/full_saints-row-the-third_775AmericaFront.jpg,Saints Row: The Third,PS3,Action,THQ,Volition Inc.,,8.3,,,2.48,0.86,0.18,1.06,0.37,2011-11-15,
264,908,/games/boxart/full_saints-row-the-third_377AmericaFront.jpg,Saints Row: The Third,PC,Action,THQ,Volition Inc.,,8.3,,,0.38,0.16,,0.16,0.05,2011-11-15,
265,108,/games/boxart/full_8274221AmericaFrontccc.jpg,The Binding of Isaac: Rebirth,PC,Action,Nicalis,Nicalis,,,,2.76,,,,,,2014-11-04,2018-08-06
266,6575,/games/boxart/full_8150250AmericaFrontccc.jpg,The Binding of Isaac: Rebirth,XOne,Action,Nicalis,Nicalis,,,,,,,,,,2015-07-24,2018-08-06
267,6576,/games/boxart/full_4029062AmericaFrontccc.jpg,The Binding of Isaac: Rebirth,PSV,Action,Nicalis,Nicalis,8.8,,,,,,,,,2014-11-04,2018-08-06
268,6577,/games/boxart/full_3133972AmericaFrontccc.png,The Binding of Isaac: Rebirth,WiiU,Action,Nicalis,Nicalis,,,,,,,,,,2015-07-23,2018-08-06
269,6578,/games/boxart/full_6588637AmericaFrontccc.jpg,The Binding of Isaac: Rebirth,Linux,Action,Nicalis,Nicalis,,,,,,,,,,2014-11-04,2018-08-06
270,6579,/games/boxart/full_8885903AmericaFrontccc.png,The Binding of Isaac: Rebirth,3DS,Action,Nicalis,Nicalis,,,,,,,,,,2015-07-23,2018-08-06
271,6580,/games/boxart/full_7594100AmericaFrontccc.jpg,The Binding of Isaac: Rebirth,PS4,Action,Nicalis,Nicalis,,,,,,,,,,2014-11-04,2018-08-06
272,6581,/games/boxart/full_1962048AmericaFrontccc.jpg,The Binding of Isaac: Rebirth,OSX,Action,Nicalis,Nicalis,,,,,,,,,,2014-11-04,2018-08-06
273,109,/games/boxart/full_500413AmericaFrontccc.jpg,Resident Evil,PS,Action,Capcom,Capcom,,8.6,,2.75,,,,,,1996-03-30,
274,256,/games/boxart/7409580ccc.jpg,Resident Evil,GC,Action,Capcom,Capcom,,8.9,,1.35,,,,,,2002-04-30,
275,1612,/games/boxart/7223077ccc.jpg,Resident Evil,SAT,Action,Capcom,Nextech,,7.3,,,0.17,,0.17,,,1997-08-31,
276,5901,/games/boxart/full_433462AmericaFrontccc.jpg,Resident Evil,PC,Action,Virgin Interactive,Capcom,,7.2,,,,,,,,1997-09-30,
278,14422,/games/boxart/full_80244AmericaFrontccc.png,Resident Evil,NS,Action-Adventure,Capcom,Capcom,,,,,,,,,,2019-05-21,2019-04-03
279,14423,/games/boxart/full_8557937AmericaFrontccc.jpg,Resident Evil,PS4,Action-Adventure,Capcom,Capcom,,,,,,,,,,2015-01-20,2018-09-04
280,14424,/games/boxart/full_6172555AmericaFrontccc.jpg,Resident Evil,XOne,Action-Adventure,Capcom,Capcom,,,,,,,,,,2015-01-20,2018-09-04
281,23977,/games/boxart/default.jpg,Resident Evil,DS,Misc,Capcom,Unknown,,,,,,,,,,2006-02-07,
282,110,/games/boxart/full_626152AmericaFrontccc.jpg,Dead Rising 3,XOne,Action,Microsoft Studios,Capcom,7.9,,,2.7,,,,,,2013-11-22,2018-03-24
283,111,/games/boxart/full_4362003AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,PS2,Action,LucasArts,Traveller's Tales,,8.4,,,2.69,1.85,0.01,0.64,0.19,2006-09-12,
284,243,/games/boxart/442847ccc.jpg,LEGO Star Wars II: The Original Trilogy,PSP,Action,LucasArts,Traveller's Tales,,8.4,,,1.41,0.58,,0.51,0.32,2006-09-12,
285,338,/games/boxart/full_9926100AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,DS,Action,LucasArts,Amaze Entertainment,,4.9,,,1.07,0.96,,0.03,0.08,2006-09-12,
286,377,/games/boxart/full_4755963AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,GC,Action,LucasArts,Traveller's Tales,,8.4,,,0.97,0.75,,0.19,0.03,2006-09-12,
287,552,/games/boxart/5941163ccc.jpg,LEGO Star Wars II: The Original Trilogy,X360,Action,LucasArts,Traveller's Tales,,8.2,,,0.63,0.55,,0.03,0.05,2006-09-12,
288,784,/games/boxart/3898358ccc.jpg,LEGO Star Wars II: The Original Trilogy,XB,Action,LucasArts,Traveller's Tales,,8.3,,,0.44,0.33,,0.1,0.02,2006-09-12,
289,2116,/games/boxart/full_3465458AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,GBA,Action,LucasArts,Amaze Entertainment,,6.0,,,0.09,0.06,,0.02,0.0,2006-09-12,
290,2913,/games/boxart/full_8306309AmericaFrontccc.jpg,LEGO Star Wars II: The Original Trilogy,PC,Action,LucasArts,Traveller's Tales,,8.3,,,0.02,,,0.01,0.0,2006-09-12,
291,22333,/games/boxart/default.jpg,LEGO Star Wars II: The Original Trilogy,OSX,Misc,2K Australia / 2K Boston,Unknown,,,,,,,,,,2007-05-04,
292,114,/games/boxart/full_9057074AmericaFrontccc.jpg,Star Wars: Shadows of the Empire,N64,Action,Nintendo,LucasArts,,,,2.65,,,,,,1996-12-03,
293,6366,/games/boxart/full_1872265AmericaFrontccc.jpg,Star Wars: Shadows of the Empire,PC,Action,LucasArts,LucasArts,,,,,,,,,,1997-09-17,
294,115,/games/boxart/6732328ccc.jpg,Streets of Rage,GEN,Action,Sega,Sega,,,,,2.6,1.86,0.11,0.55,0.08,1990-12-31,
295,6409,/games/boxart/full_5391696PALFrontccc.jpg,Streets of Rage,MS,Action,Sega,Sega,,,,,,,,,,1993-01-01,
296,6410,/games/boxart/default.jpg,Streets of Rage,XBL,Action,Unknown,Backbone Entertainment,,,,,,,,,,,
297,6411,/games/boxart/full_streets-of-rage_982AmericaFront.jpg,Streets of Rage,PC,Action,Sega,Sega,,,,,,,,,,2011-01-10,
298,6412,/games/boxart/6222001ccc.jpg,Streets of Rage,GG,Action,Sega,Sega,,,,,,,,,,1992-01-01,
299,6413,/games/boxart/full_1644863AmericaFrontccc.jpg,Streets of Rage,VC,Action,Sega,Sega,,,,,,,,,,2007-02-19,
300,117,/games/boxart/full_3903285AmericaFrontccc.png,Hotline Miami,PC,Action,Devolver Digital,Dennaton Games,,,,2.58,,,,,,2012-10-23,2019-02-01
301,4931,/games/boxart/full_1045739AmericaFrontccc.png,Hotline Miami,OSX,Action,Devolver Digital,Dennaton Games,,,,,,,,,,2013-03-19,2019-02-01
302,4932,/games/boxart/full_5020516AmericaFrontccc.png,Hotline Miami,PS3,Action,Devolver Digital,Dennaton Games,,,,,,,,,,2013-06-25,2019-02-01
303,4933,/games/boxart/full_9745111AmericaFrontccc.png,Hotline Miami,Linux,Action,Devolver Digital,Dennaton Games,,,,,,,,,,2013-05-28,2019-02-01
304,4934,/games/boxart/full_306259AmericaFrontccc.png,Hotline Miami,PSV,Action,Devolver Digital,Dennaton Games,,,,,,,,,,2013-06-25,2019-02-01
305,4935,/games/boxart/full_4352552AmericaFrontccc.png,Hotline Miami,PS4,Action,Devolver Digital,Dennaton Games,,,,,,,,,,2015-01-01,2019-02-01
306,122,/games/boxart/3834326ccc.jpg,Tomb Raider: The Last Revelation,PS,Action,Eidos Interactive,Core Design Ltd.,,,,,2.48,1.15,0.06,1.14,0.13,1999-11-22,
307,837,/games/boxart/653060ccc.jpg,Tomb Raider: The Last Revelation,PC,Action,Eidos Interactive,Core Design Ltd.,,,,,0.41,0.41,,0.0,,1999-10-31,
308,6850,/games/boxart/full_8431424AmericaFrontccc.jpg,Tomb Raider: The Last Revelation,DC,Action,Eidos Interactive,Core Design Ltd.,,,,,,,,,,2001-04-13,
309,12788,/games/boxart/full_2468207AmericaFrontccc.png,Tomb Raider: The Last Revelation,PSN,Adventure,Sony Computer Entertainment,Core Design Ltd.,,,,,,,,,,2009-10-14,
310,126,/games/boxart/full_6458923AmericaFrontccc.jpg,God of War Collection,PS3,Action,Sony Computer Entertainment,Bluepoint Games,9.0,9.2,,2.42,,,,,,2009-11-17,
311,1299,/games/boxart/full_6369538AmericaFrontccc.jpg,God of War Collection,PSV,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,,,,0.24,0.1,0.02,0.07,0.05,2014-05-06,2018-12-03
312,4723,/games/boxart/full_god-of-war-collection_2AmericaFront.jpg,God of War Collection,PSN,Action,Sony Computer Entertainment,Bluepoint Games,,,,,,,,,,2010-11-02,
313,127,/games/boxart/full_5867047AmericaFrontccc.jpg,Dino Crisis,PS,Action,Capcom,Capcom Production Studio 4,,8.9,,2.4,,,,,,1999-08-31,
314,4216,/games/boxart/5149017ccc.jpg,Dino Crisis,PC,Action,Capcom,Capcom Production Studio 4,,,,,,,,,,2000-12-04,
